2.jpg	[[[[126.0, 262.0], [198.0, 274.0], [195.0, 291.0], [123.0, 280.0]], ('’„œÛ”Ê25237', 0.5442101)]]
4413.jpg	[[[[54.0, 531.0], [276.0, 564.0], [269.0, 614.0], [46.0, 581.0]], ('¬≥Ω∫”Ê—¯66187', 0.88627785)]]
4415.jpg	[[[[337.0, 393.0], [489.0, 366.0], [495.0, 399.0], [343.0, 426.0]], ('¬≥∂´∏€”Ê61001', 0.84318787)]]
4416.jpg	[[[[143.0, 346.0], [466.0, 420.0], [450.0, 491.0], [127.0, 417.0]], ('À’∏””Ê03106', 0.96576893)]]
4417.jpg	[[[[90.0, 362.0], [414.0, 291.0], [426.0, 346.0], [102.0, 417.0]], ('√ˆΩ˙”Ê05862', 0.93014514)]]
4418.jpg	[[[[237.0, 400.0], [384.0, 410.0], [382.0, 444.0], [235.0, 434.0]], ('’„œÛ”Ê48083', 0.698493)]]
4422.jpg	[[[[23.0, 375.0], [272.0, 444.0], [259.0, 488.0], [10.0, 419.0]], ('À’∏””Ê‘À02188', 0.9892116)]]
4423.jpg	[[[[279.0, 236.0], [369.0, 228.0], [372.0, 253.0], [281.0, 261.0]], ('¬≥Õ˛”Ê2898', 0.90660053)]]
4424.jpg	[[[[327.0, 236.0], [443.0, 243.0], [442.0, 269.0], [325.0, 262.0]], ('’„”Ò”Êº”099998', 0.7824284)]]
4425.jpg	[[[[445.0, 279.0], [661.0, 301.0], [656.0, 354.0], [439.0, 331.0]], ('¡…∆’”Ê25222', 0.6948496)]]
4427.jpg	[[[[307.0, 488.0], [481.0, 501.0], [479.0, 538.0], [304.0, 524.0]], ('√ˆ≥§”Ê23266', 0.7756578)]]
4429.jpg	[[[[411.0, 200.0], [544.0, 220.0], [540.0, 250.0], [407.0, 229.0]], ('¬≥≥«”Ê60682', 0.73394156)]]
4431.jpg	[[[[384.0, 179.0], [469.0, 166.0], [471.0, 179.0], [386.0, 192.0]], ('÷–π˙”Ê’˛37077', 0.72140896)]]
4432.jpg	[[[[101.0, 377.0], [425.0, 353.0], [429.0, 406.0], [105.0, 430.0]], ('‘¡…«Œ≤”Ê16117', 0.84957653)]]
4440.jpg	[[[[210.0, 473.0], [339.0, 446.0], [346.0, 477.0], [216.0, 505.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.7732797)]]
4441.jpg	[[[[97.0, 390.0], [306.0, 437.0], [298.0, 470.0], [90.0, 423.0]], ('√ˆ ®”Ê07215', 0.97615707)]]
4443.jpg	[[[[445.0, 279.0], [661.0, 301.0], [656.0, 354.0], [439.0, 331.0]], ('¡…∆’”Ê25222', 0.6948496)]]
4445.jpg	[[[[377.0, 245.0], [528.0, 317.0], [502.0, 370.0], [352.0, 298.0]], ('∫”±±8598', 0.98187494)]]
4450.jpg	[[[[130.0, 391.0], [342.0, 476.0], [324.0, 520.0], [113.0, 435.0]], ('ºΩ«ÿ”Ê‘À01004', 0.8627169)]]
4452.jpg	[[[[233.0, 604.0], [401.0, 616.0], [398.0, 656.0], [230.0, 644.0]], ('«ÌŸŸ”Ê19518', 0.7139853)]]
4453.jpg	[[[[150.0, 154.0], [482.0, 215.0], [472.0, 272.0], [140.0, 211.0]], ('¡…”™”Ê56056', 0.89808536)]]
4455.jpg	[[[[96.0, 341.0], [272.0, 357.0], [268.0, 397.0], [92.0, 381.0]], ('‘¡µÁ”Ê92108', 0.92984486)]]
4456.jpg	[[[[136.0, 73.0], [339.0, 126.0], [328.0, 168.0], [125.0, 115.0]], ('√ˆ ®”Ê05236', 0.93201303)]]
4459.jpg	[[[[175.0, 200.0], [296.0, 208.0], [294.0, 232.0], [174.0, 224.0]], ('«Ì¿÷”Ê16677', 0.7343615)]]
4460.jpg	[[[[106.0, 289.0], [496.0, 202.0], [506.0, 251.0], [117.0, 338.0]], ('¡…Ωı”Ê15676', 0.8189364)]]
4464.jpg	[[[[258.0, 139.0], [365.0, 119.0], [369.0, 137.0], [261.0, 157.0]], ('À’∏””Ê02909', 0.88889664)]]
4465.jpg	[[[[276.0, 183.0], [477.0, 185.0], [477.0, 219.0], [276.0, 217.0]], ('¬≥≥«”Ê60129', 0.97655207)]]
4466.jpg	[[[[75.0, 498.0], [288.0, 517.0], [284.0, 561.0], [71.0, 542.0]], ('«ÌŸŸ”Ê19518', 0.72680116)]]
4468.jpg	[[[[178.0, 503.0], [230.0, 498.0], [255.0, 748.0], [203.0, 753.0]], ('¬≥≥«”Ê60129', 0.9574547)]]
4469.jpg	[[[[425.0, 143.0], [509.0, 121.0], [514.0, 141.0], [431.0, 163.0]], ('√ˆ¡˙”Ê63159', 0.7700982)]]
4471.jpg	[[[[140.0, 549.0], [347.0, 568.0], [343.0, 602.0], [136.0, 582.0]], ('‘¡…«Œ≤”„–›01439', 0.9384044)]]
4472.jpg	[[[[399.0, 595.0], [511.0, 629.0], [500.0, 666.0], [388.0, 632.0]], ('¬≥≥§”Ê—¯68511', 0.9401016)]]
4479.jpg	[[[[71.0, 411.0], [297.0, 425.0], [295.0, 470.0], [69.0, 456.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.9705752)]]
4480.jpg	[[[[207.0, 264.0], [536.0, 312.0], [525.0, 385.0], [196.0, 337.0]], ('À’∏””Ê03106', 0.97533214)]]
4483.jpg	[[[[225.0, 254.0], [423.0, 260.0], [422.0, 293.0], [224.0, 287.0]], ('¬≥≥«”Ê60129', 0.98913026)]]
4484.jpg	[[[[88.0, 439.0], [385.0, 482.0], [378.0, 532.0], [80.0, 488.0]], ('À’∏””Ê02893', 0.9753566)]]
4487.jpg	[[[[496.0, 476.0], [648.0, 461.0], [652.0, 501.0], [500.0, 516.0]], ('’„∆’”Ê68981', 0.6418192)]]
4489.jpg	[[[[218.0, 312.0], [343.0, 295.0], [347.0, 324.0], [222.0, 342.0]], ('‘¡√Ø±ı”Ê46033', 0.7924053)]]
4496.jpg	[[[[104.0, 367.0], [412.0, 332.0], [418.0, 385.0], [110.0, 419.0]], ('¬≥≥«”Ê6012', 0.90532315)]]
4499.jpg	[[[[38.0, 368.0], [255.0, 370.0], [255.0, 412.0], [37.0, 410.0]], ('’„œÛ”Ê10019', 0.8888241)]]
4504.jpg	[[[[265.0, 207.0], [564.0, 118.0], [586.0, 192.0], [287.0, 281.0]], ('¡…”™”Ê51888', 0.72891676)]]
4505.jpg	[[[[131.0, 336.0], [490.0, 110.0], [540.0, 190.0], [181.0, 416.0]], ('¡…”™”Ê36222', 0.8613645)]]
4508.jpg	[[[[121.0, 202.0], [201.0, 215.0], [198.0, 236.0], [118.0, 222.0]], ('‘¡¿◊”Ê13238', 0.7355162)]]
4509.jpg	[[[[236.0, 398.0], [402.0, 437.0], [393.0, 473.0], [227.0, 434.0]], ('√ˆΩ˙”Ê05966', 0.8974728)]]
4516.jpg	[[[[38.0, 347.0], [228.0, 430.0], [211.0, 469.0], [21.0, 386.0]], ('ºΩ«ÿ”Ê‘À01004', 0.85712695)]]
4520.jpg	[[[[392.0, 190.0], [478.0, 217.0], [470.0, 245.0], [383.0, 218.0]], ('π±±”Ê27103', 0.79697204)]]
4521.jpg	[[[[285.0, 462.0], [424.0, 452.0], [426.0, 480.0], [287.0, 490.0]], ('√ˆ”™”Ê05728', 0.72475755)]]
4524.jpg	[[[[33.0, 283.0], [390.0, 524.0], [328.0, 613.0], [0.0, 372.0]], ('¬≥≥§”Ê—¯68511', 0.9796366)]]
4526.jpg	[[[[60.0, 497.0], [252.0, 486.0], [254.0, 521.0], [62.0, 532.0]], ('‘¡…«Œ≤”Ê13250', 0.9843862)]]
4533.jpg	[[[[488.0, 441.0], [617.0, 441.0], [617.0, 468.0], [488.0, 468.0]], ('À’∆Ù”Ê‘À08266', 0.98928577)]]
4535.jpg	[[[[127.0, 479.0], [277.0, 500.0], [271.0, 546.0], [120.0, 525.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.8364738)]]
4536.jpg	[[[[17.0, 453.0], [178.0, 476.0], [175.0, 502.0], [13.0, 479.0]], ('À’∏””Ê02766', 0.9782341)]]
4538.jpg	[[[[289.0, 289.0], [511.0, 248.0], [519.0, 294.0], [298.0, 334.0]], ('À’»Á”Ê09129', 0.947101)]]
4541.jpg	[[[[238.0, 78.0], [456.0, 94.0], [453.0, 142.0], [235.0, 127.0]], ('‘¡µÁ”Ê92108', 0.9808636)]]
4543.jpg	[[[[229.0, 669.0], [516.0, 625.0], [524.0, 676.0], [237.0, 721.0]], ('√ˆΩ˙”Ê05318', 0.8907771)]]
4548.jpg	[[[[46.0, 360.0], [261.0, 402.0], [251.0, 452.0], [36.0, 411.0]], ('¬≥Ω∫”Ê62188', 0.8321614)]]
4550.jpg	[[[[83.0, 364.0], [230.0, 377.0], [227.0, 410.0], [81.0, 398.0]], ('√ˆΩ˙”Ê05837', 0.7769248)]]
4552.jpg	[[[[469.0, 263.0], [736.0, 303.0], [729.0, 355.0], [462.0, 315.0]], ('ΩÚÃ¡”Ê03896', 0.9674789)]]
4554.jpg	[[[[76.0, 253.0], [178.0, 261.0], [176.0, 284.0], [75.0, 276.0]], ('«ÌŸŸ”Ê19518', 0.6768333)]]
4556.jpg	[[[[199.0, 218.0], [505.0, 130.0], [516.0, 171.0], [211.0, 259.0]], ('¡…Ωı”Ê15635', 0.7681911)]]
4557.jpg	[[[[143.0, 272.0], [298.0, 290.0], [294.0, 319.0], [140.0, 301.0]], ('√ˆ ®”Ê07767', 0.8279)]]
4559.jpg	[[[[127.0, 390.0], [360.0, 436.0], [350.0, 489.0], [117.0, 442.0]], ('¬≥Ω∫”Ê60716', 0.84457135)]]
4561.jpg	[[[[6.0, 447.0], [154.0, 489.0], [145.0, 522.0], [0.0, 480.0]], ('∏””Ê‘À02689', 0.9199482)]]
4562.jpg	[[[[40.0, 220.0], [144.0, 186.0], [154.0, 217.0], [50.0, 251.0]], ('‘¡ƒœ∞ƒ”Ê32187', 0.6911162)]]
4563.jpg	[[[[159.0, 174.0], [366.0, 136.0], [372.0, 173.0], [165.0, 210.0]], ('À’∏””Ê05222', 0.9176489)]]
4564.jpg	[[[[0.0, 433.0], [508.0, 281.0], [527.0, 380.0], [28.0, 532.0]], ('√ˆΩ˙”Ê05851', 0.79570186)]]
4565.jpg	[[[[313.0, 404.0], [536.0, 437.0], [530.0, 478.0], [307.0, 444.0]], ('√ˆΩ˙”Ê05795', 0.8457879)]]
4567.jpg	[[[[138.0, 283.0], [265.0, 276.0], [267.0, 301.0], [140.0, 308.0]], ('÷–π˙”Ê’˛37078', 0.87644917)]]
4569.jpg	[[[[75.0, 301.0], [267.0, 359.0], [253.0, 405.0], [61.0, 347.0]], ('À’∏””Ê02778', 0.9526017)]]
4573.jpg	[[[[188.0, 239.0], [311.0, 238.0], [311.0, 263.0], [188.0, 264.0]], ('‘¡¡Æ”Ê12068', 0.7253493)]]
4576.jpg	[[[[103.0, 605.0], [419.0, 658.0], [410.0, 709.0], [94.0, 657.0]], ('‘¡ƒœ∞ƒ”Ê14009', 0.94898766)]]
4577.jpg	[[[[16.0, 382.0], [272.0, 408.0], [267.0, 453.0], [11.0, 427.0]], ('‘¡ƒœ∞ƒ”Ê1333', 0.79943633)]]
4588.jpg	[[[[114.0, 186.0], [282.0, 231.0], [273.0, 267.0], [105.0, 223.0]], ('À’∏””Ê04490', 0.96213305)]]
4591.jpg	[[[[186.0, 332.0], [444.0, 371.0], [434.0, 435.0], [176.0, 396.0]], ('’„¡Î”Ê56055', 0.90178084)]]
4594.jpg	[[[[306.0, 188.0], [548.0, 210.0], [543.0, 258.0], [302.0, 237.0]], ('∫◊…Ω–«∫Ω868', 0.9938131)]]
4595.jpg	[[[[243.0, 233.0], [409.0, 258.0], [404.0, 293.0], [238.0, 269.0]], ('¬≥≥«”Ê60129', 0.9701528)]]
4596.jpg	[[[[368.0, 359.0], [476.0, 335.0], [482.0, 362.0], [374.0, 387.0]], ('‘¡Ω≠≥«”Ê92278', 0.96777004)]]
4597.jpg	[[[[159.0, 299.0], [245.0, 306.0], [244.0, 327.0], [158.0, 321.0]], ('«ÌŸŸ”Ê19518', 0.7774956)]]
4599.jpg	[[[[316.0, 224.0], [420.0, 221.0], [420.0, 239.0], [316.0, 242.0]], ('‘¡¡Æ”Ê12068', 0.8570153)]]
4600.jpg	[[[[167.0, 457.0], [338.0, 507.0], [328.0, 543.0], [157.0, 494.0]], ('À’∏””Ê02909', 0.9771826)]]
4602.jpg	[[[[309.0, 404.0], [485.0, 432.0], [480.0, 466.0], [304.0, 437.0]], ('√ˆΩ˙”Ê05978', 0.9286716)]]
4608.jpg	[[[[151.0, 385.0], [307.0, 417.0], [298.0, 463.0], [142.0, 430.0]], ('’„¡Î”Ê23701', 0.74023736)]]
4616.jpg	[[[[268.0, 77.0], [387.0, 82.0], [386.0, 117.0], [267.0, 112.0]], ('√ˆΩ˙”Ê05966', 0.8309552)]]
4617.jpg	[[[[153.0, 497.0], [447.0, 436.0], [460.0, 502.0], [166.0, 562.0]], ('’„œÛ”Ê49425', 0.72130257)]]
4621.jpg	[[[[302.0, 281.0], [472.0, 317.0], [464.0, 355.0], [294.0, 319.0]], ('À’∏””Ê04490', 0.9586688)]]
4622.jpg	[[[[88.0, 612.0], [391.0, 657.0], [381.0, 723.0], [78.0, 677.0]], ('‘¡ƒœ∞ƒ”Ê12089', 0.9617481)]]
4627.jpg	[[[[365.0, 396.0], [568.0, 414.0], [565.0, 453.0], [362.0, 434.0]], ('√ˆ≥§”Ê23266', 0.9003459)]]
4628.jpg	[[[[305.0, 228.0], [444.0, 209.0], [448.0, 237.0], [309.0, 256.0]], ('‘¡√Ø±ı”Ê46033', 0.82780975)]]
4629.jpg	[[[[560.0, 332.0], [733.0, 310.0], [737.0, 344.0], [565.0, 365.0]], ('√ˆΩ˙”Ê05692', 0.76495475)]]
4637.jpg	[[[[585.0, 269.0], [831.0, 238.0], [836.0, 279.0], [590.0, 311.0]], ('À’∏””Ê05508', 0.9538534)]]
4639.jpg	[[[[24.0, 382.0], [176.0, 393.0], [173.0, 429.0], [21.0, 418.0]], ('√ˆΩ˙”Ê05837', 0.7116973)]]
4640.jpg	[[[[225.0, 345.0], [355.0, 393.0], [342.0, 426.0], [212.0, 379.0]], ('À’∏””Ê‘À04259', 0.84367687)]]
4643.jpg	[[[[155.0, 302.0], [462.0, 259.0], [468.0, 304.0], [161.0, 347.0]], ('¬≥Ω∫”Ê60698', 0.89205045)]]
4650.jpg	[[[[349.0, 178.0], [460.0, 207.0], [453.0, 235.0], [342.0, 206.0]], ('‘¡–¬ª·”Ê20096', 0.8958423)]]
4652.jpg	[[[[6.0, 154.0], [267.0, 107.0], [277.0, 164.0], [16.0, 210.0]], ('¬≥≥«”Ê63112', 0.9083902)]]
4655.jpg	[[[[99.0, 226.0], [319.0, 181.0], [328.0, 222.0], [108.0, 267.0]], ('√ˆΩ˙”Ê02155', 0.9342354)]]
4656.jpg	[[[[630.0, 231.0], [804.0, 203.0], [809.0, 235.0], [635.0, 263.0]], ('‘¡Ω≠≥«”Ê41365', 0.87738574)]]
4657.jpg	[[[[183.0, 365.0], [477.0, 372.0], [475.0, 421.0], [182.0, 414.0]], ('¬≥Ω∫”Ê—¯66008', 0.9905686)]]
4658.jpg	[[[[211.0, 301.0], [401.0, 338.0], [395.0, 372.0], [204.0, 334.0]], ('¬≥Ω∫”Ê60010', 0.9585755)]]
4660.jpg	[[[[259.0, 194.0], [424.0, 172.0], [428.0, 201.0], [263.0, 224.0]], ('¬≥»È”Ê51178', 0.9069177)]]
4661.jpg	[[[[308.0, 245.0], [640.0, 142.0], [665.0, 223.0], [333.0, 326.0]], ('¡…”™”Ê51888', 0.68895316)]]
4662.jpg	[[[[265.0, 255.0], [384.0, 279.0], [378.0, 309.0], [258.0, 284.0]], ('µ§∫£±ﬂ∫ÿ508', 0.89513856)]]
4664.jpg	[[[[386.0, 126.0], [540.0, 104.0], [544.0, 131.0], [390.0, 153.0]], ('‘¡—ÙŒ˜”Ê32668', 0.8892625)]]
4665.jpg	[[[[188.0, 674.0], [311.0, 674.0], [311.0, 707.0], [188.0, 707.0]], ('‘¡Ã®”Ê11333', 0.95871395)]]
4669.jpg	[[[[155.0, 89.0], [261.0, 156.0], [242.0, 186.0], [136.0, 119.0]], ('À’∏””Ê02492', 0.8723374)]]
4673.jpg	[[[[54.0, 35.0], [266.0, 92.0], [249.0, 152.0], [38.0, 95.0]], ('’„¡Î”Ê7401', 0.77638847)]]
4675.jpg	[[[[334.0, 475.0], [640.0, 420.0], [653.0, 494.0], [347.0, 548.0]], ('’„≤‘”Ê08118', 0.72990364)]]
4679.jpg	[[[[391.0, 504.0], [518.0, 524.0], [514.0, 552.0], [386.0, 533.0]], ('¬≥≥«”Ê60289', 0.7984412)]]
4681.jpg	[[[[132.0, 415.0], [317.0, 448.0], [310.0, 485.0], [125.0, 452.0]], ('¬≥≥«”Ê62429', 0.97706425)]]
4682.jpg	[[[[269.0, 257.0], [444.0, 224.0], [451.0, 260.0], [276.0, 293.0]], ('¡…”™”Ê26655', 0.9478973)]]
4684.jpg	[[[[402.0, 383.0], [543.0, 357.0], [548.0, 385.0], [407.0, 411.0]], ('¡…”™”Ê26655', 0.9280697)]]
4686.jpg	[[[[134.0, 189.0], [299.0, 213.0], [294.0, 245.0], [129.0, 220.0]], ('À’¥Û”Ê—¯08109', 0.9885468)]]
4687.jpg	[[[[215.0, 178.0], [364.0, 141.0], [371.0, 171.0], [223.0, 208.0]], ('√ˆ¡˙”Ê63159', 0.98768294)]]
4690.jpg	[[[[375.0, 273.0], [613.0, 267.0], [614.0, 302.0], [376.0, 308.0]], ('¡…”™”Ê26111', 0.9718015)]]
4691.jpg	[[[[124.0, 286.0], [383.0, 357.0], [370.0, 407.0], [110.0, 336.0]], ('¬≥»’…Ω”Ê—¯66009', 0.841642)]]
4694.jpg	[[[[255.0, 482.0], [308.0, 478.0], [327.0, 727.0], [275.0, 731.0]], ('¬≥≥«”Ê60129', 0.9601724)]]
4695.jpg	[[[[23.0, 296.0], [142.0, 319.0], [136.0, 350.0], [17.0, 327.0]], ('µ§∫£±ﬂ√≥508', 0.89263976)]]
4706.jpg	[[[[224.0, 308.0], [526.0, 293.0], [528.0, 335.0], [226.0, 350.0]], ('¬≥»Ÿ”Ê52268', 0.9340152)]]
4711.jpg	[[[[169.0, 68.0], [500.0, 111.0], [493.0, 164.0], [162.0, 120.0]], ('¡…”™”Ê56056', 0.9931898)]]
4713.jpg	[[[[93.0, 92.0], [298.0, 99.0], [297.0, 133.0], [91.0, 127.0]], ('¬≥≥«”Ê60129', 0.9667121)]]
4716.jpg	[[[[338.0, 376.0], [511.0, 426.0], [498.0, 469.0], [325.0, 419.0]], ('√ˆ’ƒ”Ê60208', 0.8369622)]]
4717.jpg	[[[[107.0, 189.0], [376.0, 160.0], [380.0, 196.0], [111.0, 225.0]], ('’„œÛ”Ê40058', 0.823534)]]
4718.jpg	[[[[275.0, 156.0], [410.0, 142.0], [413.0, 169.0], [278.0, 184.0]], ('‘¡—ÙŒ˜”Ê32668', 0.8303234)]]
4721.jpg	[[[[227.0, 379.0], [429.0, 387.0], [428.0, 429.0], [225.0, 421.0]], ('«Ì¡Ÿ”Ê00512', 0.98154336)]]
4722.jpg	[[[[295.0, 201.0], [403.0, 190.0], [406.0, 216.0], [297.0, 227.0]], ('¬≥Ω∫”Ê60951', 0.9663876)]]
4725.jpg	[[[[154.0, 269.0], [322.0, 307.0], [314.0, 340.0], [146.0, 302.0]], ('À’∏””Ê01668', 0.79161495)]]
4726.jpg	[[[[266.0, 477.0], [418.0, 526.0], [408.0, 559.0], [255.0, 510.0]], ('¬≥Ω∫”Ê60122', 0.863237)]]
4727.jpg	[[[[377.0, 177.0], [534.0, 245.0], [509.0, 302.0], [352.0, 233.0]], ('∫”±±8598', 0.9478851)]]
4728.jpg	[[[[154.0, 235.0], [409.0, 306.0], [397.0, 347.0], [142.0, 277.0]], ('À’∏””Ê‘À02188', 0.99377346)]]
4729.jpg	[[[[70.0, 431.0], [270.0, 453.0], [266.0, 495.0], [66.0, 474.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.9086838)]]
4734.jpg	[[[[172.0, 288.0], [355.0, 261.0], [361.0, 299.0], [178.0, 327.0]], ('¬≥≥«”Ê63112', 0.9528752)]]
4735.jpg	[[[[0.0, 88.0], [693.0, 45.0], [693.0, 246.0], [0.0, 288.0]], ('’„¡Î”Ê74016', 0.6475721)]]
4738.jpg	[[[[116.0, 418.0], [472.0, 503.0], [455.0, 572.0], [99.0, 487.0]], ('’„œÛ”Ê25622', 0.7457446)]]
4740.jpg	[[[[193.0, 163.0], [603.0, 211.0], [597.0, 262.0], [187.0, 214.0]], ('¡…ÀÁ”Ê‘À35078', 0.83478904)]]
4743.jpg	[[[[241.0, 412.0], [349.0, 388.0], [356.0, 417.0], [248.0, 441.0]], ('‘¡µÁ”Ê92369', 0.9678843)]]
4744.jpg	[[[[603.0, 340.0], [807.0, 313.0], [812.0, 353.0], [608.0, 380.0]], ('√ˆΩ˙”Ê05692', 0.8191135)]]
4745.jpg	[[[[359.0, 293.0], [417.0, 285.0], [420.0, 304.0], [362.0, 312.0]], ('¬≥Œƒ”Ê3127', 0.88814485)]]
4748.jpg	[[[[241.0, 156.0], [374.0, 189.0], [368.0, 215.0], [234.0, 182.0]], ('‘¡∂´›∏”Ê92001', 0.87911403)]]
4752.jpg	[[[[113.0, 154.0], [228.0, 156.0], [227.0, 175.0], [112.0, 174.0]], ('‘¡¡Æ”Ê12068', 0.86175466)]]
4754.jpg	[[[[374.0, 238.0], [494.0, 191.0], [509.0, 229.0], [388.0, 276.0]], ('‘¡–¬ª·”Ê01338', 0.7940221)]]
4756.jpg	[[[[235.0, 236.0], [381.0, 265.0], [375.0, 296.0], [229.0, 267.0]], ('¬≥Ω∫”Ê—¯66167', 0.97427803)]]
4757.jpg	[[[[82.0, 401.0], [307.0, 413.0], [305.0, 458.0], [79.0, 446.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.9497659)]]
4758.jpg	[[[[412.0, 172.0], [521.0, 148.0], [526.0, 171.0], [417.0, 195.0]], ('√ˆ¡˙”Ê63159', 0.8520983)]]
4761.jpg	[[[[200.0, 323.0], [489.0, 307.0], [492.0, 349.0], [202.0, 365.0]], ('¬≥»Ÿ”Ê52268', 0.8946105)]]
4764.jpg	[[[[418.0, 220.0], [523.0, 197.0], [528.0, 220.0], [423.0, 244.0]], ('√ˆ¡˙”Ê63159', 0.89544195)]]
4766.jpg	[[[[160.0, 107.0], [302.0, 155.0], [291.0, 188.0], [148.0, 140.0]], ('À’∏””Ê‘À04259', 0.8313525)]]
4767.jpg	[[[[51.0, 361.0], [361.0, 406.0], [353.0, 458.0], [43.0, 413.0]], ('¬≥≥«”Ê‘À60202', 0.97451466)]]
4773.jpg	[[[[181.0, 615.0], [561.0, 708.0], [550.0, 790.0], [162.0, 697.0]], ('’„œÛ”Ê21058', 0.84604037)]]
4776.jpg	[[[[195.0, 316.0], [411.0, 379.0], [399.0, 422.0], [182.0, 359.0]], ('¬≥»’…Ω”Ê—¯66004', 0.88607514)]]
4782.jpg	[[[[7.0, 364.0], [216.0, 326.0], [222.0, 362.0], [13.0, 399.0]], ('À’∏””Ê02196', 0.94261837)]]
4783.jpg	[[[[268.0, 314.0], [567.0, 218.0], [590.0, 290.0], [291.0, 386.0]], ('¡…”™”Ê51888', 0.7262259)]]
4785.jpg	[[[[258.0, 361.0], [467.0, 315.0], [479.0, 371.0], [270.0, 417.0]], ('’„¡Ÿ”Ê12299', 0.7205295)]]
4786.jpg	[[[[738.0, 296.0], [925.0, 201.0], [947.0, 243.0], [759.0, 338.0]], ('√ˆΩ˙”Ê0569', 0.7168613)]]
4790.jpg	[[[[15.0, 158.0], [226.0, 196.0], [216.0, 248.0], [5.0, 210.0]], ('’„”Ò”Ê11688', 0.7291566)]]
4792.jpg	[[[[260.0, 106.0], [480.0, 20.0], [503.0, 78.0], [284.0, 164.0]], ('‘¡–Ï”Ê33666', 0.861204)]]
4793.jpg	[[[[81.0, 321.0], [305.0, 278.0], [314.0, 324.0], [90.0, 367.0]], ('À’»Á”Ê09129', 0.9655344)]]
4795.jpg	[[[[229.0, 440.0], [431.0, 396.0], [440.0, 437.0], [238.0, 481.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.861759)]]
4801.jpg	[[[[118.0, 111.0], [341.0, 158.0], [332.0, 199.0], [109.0, 152.0]], ('À’∏””Ê02033', 0.9865515)]]
4802.jpg	[[[[390.0, 227.0], [519.0, 237.0], [517.0, 260.0], [388.0, 250.0]], ('«ÌŸŸ”Ê19539', 0.72854006)]]
4805.jpg	[[[[757.0, 259.0], [947.0, 223.0], [952.0, 255.0], [763.0, 290.0]], ('‘¡ƒœ∞ƒ”Ê31318', 0.98374313)]]
4811.jpg	[[[[232.0, 135.0], [464.0, 111.0], [467.0, 144.0], [235.0, 168.0]], ('¡…”™”Ê26111', 0.9901495)]]
4815.jpg	[[[[171.0, 225.0], [288.0, 227.0], [288.0, 253.0], [171.0, 251.0]], ('¬≥≥«”Ê62998', 0.87169385)]]
4821.jpg	[[[[512.0, 242.0], [617.0, 249.0], [615.0, 269.0], [510.0, 262.0]], ('«ÌŸŸ”Ê19539', 0.712142)]]
4824.jpg	[[[[254.0, 188.0], [394.0, 148.0], [401.0, 174.0], [262.0, 214.0]], ('À’»Á”Ê07186', 0.9788434)]]
4825.jpg	[[[[84.0, 371.0], [330.0, 390.0], [326.0, 450.0], [80.0, 431.0]], ('π∑¿”Ê08009', 0.97704375)]]
4826.jpg	[[[[207.0, 312.0], [456.0, 411.0], [427.0, 484.0], [177.0, 384.0]], ('√ˆ ®”Ê07519', 0.85222405)]]
4829.jpg	[[[[266.0, 249.0], [400.0, 206.0], [414.0, 248.0], [280.0, 292.0]], ('Ãñ∑°À≥ÈL', 0.61143106)]]
4830.jpg	[[[[219.0, 365.0], [452.0, 399.0], [445.0, 445.0], [212.0, 411.0]], ('¬≥¿≥÷›”Ê66379', 0.9177367)]]
4831.jpg	[[[[255.0, 486.0], [401.0, 475.0], [404.0, 502.0], [257.0, 513.0]], ('À’∏””Ê03777', 0.916496)]]
4835.jpg	[[[[136.0, 431.0], [477.0, 398.0], [481.0, 449.0], [140.0, 482.0]], ('¬≥Ω∫”Ê60106', 0.9813214)]]
4836.jpg	[[[[80.0, 156.0], [250.0, 158.0], [250.0, 192.0], [80.0, 189.0]], ('π∫œ”Ê23186', 0.83249354)]]
4837.jpg	[[[[272.0, 290.0], [587.0, 202.0], [607.0, 277.0], [292.0, 365.0]], ('¡…”™”Ê51888', 0.7313117)]]
4838.jpg	[[[[218.0, 383.0], [456.0, 390.0], [455.0, 425.0], [217.0, 417.0]], ('¬≥»Ÿ”Ê52268', 0.8899614)]]
4839.jpg	[[[[178.0, 914.0], [530.0, 860.0], [541.0, 931.0], [189.0, 985.0]], ('’„œÛ”Ê50328.', 0.86739963)]]
4840.jpg	[[[[267.0, 187.0], [491.0, 138.0], [502.0, 187.0], [278.0, 236.0]], ('¬≥Œƒ”Ê53061', 0.7403796)]]
4841.jpg	[[[[278.0, 367.0], [465.0, 388.0], [461.0, 427.0], [273.0, 406.0]], ('À’∏””Ê02567', 0.85859644)]]
4843.jpg	[[[[413.0, 145.0], [592.0, 180.0], [584.0, 218.0], [406.0, 183.0]], ('ΩÚÃ¡”Ê03896', 0.95108247)]]
4847.jpg	[[[[200.0, 520.0], [418.0, 480.0], [426.0, 523.0], [208.0, 562.0]], ('‘¡ƒœ∞ƒ”Ê3218', 0.7001431)]]
4849.jpg	[[[[54.0, 494.0], [259.0, 467.0], [264.0, 505.0], [59.0, 532.0]], ('¡…µ§”Ê25009', 0.99307895)]]
